videoSequence,baseQP,GOP_id,mean_bits,std_bits,mad_bits,maxJump_bits,zcr_bits,range_bits,trend_bits,specEntropy_bits,mean_ypsnr,std_ypsnr,mad_ypsnr,maxJump_ypsnr,zcr_ypsnr,range_ypsnr,trend_ypsnr,specEntropy_ypsnr,mean_upsnr,std_upsnr,mad_upsnr,maxJump_upsnr,zcr_upsnr,range_upsnr,trend_upsnr,specEntropy_upsnr,mean_vpsnr,std_vpsnr,mad_vpsnr,maxJump_vpsnr,zcr_vpsnr,range_vpsnr,trend_vpsnr,specEntropy_vpsnr,mean_et,std_et,mad_et,maxJump_et,zcr_et,range_et,trend_et,specEntropy_et,mean_qpSI,std_qpSI,mean_qpTI,std_qpTI,mad_qpSI,mad_qpTI,maxJump_qpSI,maxJump_qpTI,zcr_qpSI,zcr_qpTI,range_qpSI,range_qpTI,trend_qpSI,trend_qpTI,specEntropy_qpSI,specEntropy_qpTI,mean_qtdFullness,std_qtdFullness,mean_qtdContrast,std_qtdContrast,mad_qtdFullness,mad_qtdContrast,maxJump_qtdFullness,maxJump_qtdContrast,zcr_qtdFullness,zcr_qtdContrast,range_qtdFullness,range_qtdContrast,trend_qtdFullness,trend_qtdContrast,specEntropy_qtdFullness,specEntropy_qtdContrast
BQMall,22,10,30928.25,62375.05666480392,38283.6129032258,349736.0,0.967741935483871,349736.0,-1881.232806735408,2.2380957766364937,41.371790625,0.3801137710930888,0.3137354838709686,1.2819999999999965,0.5483870967741935,1.9605999999999997,-0.0065435814965471,0.0004597210396385,45.27394375,0.2116134077414229,0.0778354838709682,0.228900000000003,0.2258064516129032,0.9022000000000006,-0.0061159398353986,0.0001482871403093,47.284753125,0.3261191490318139,0.1479645161290325,0.3733000000000004,0.2258064516129032,1.4408999999999992,-0.0107336486614321,0.0003051089136901,42.90625,28.959410576486185,44.45161290322581,101.0,0.967741935483871,104.0,-0.4345851858859142,0.3672910811231219,0.4672782328342775,0.011553619286092,0.306831179375,0.0010643621899902,0.0215823281159868,0.0004682938709677,0.0317638989656656,0.00126341,0.967741935483871,0.6129032258064516,0.0363962840309542,0.0044966,-9.738818527679375e-05,-4.019615930375576e-05,0.0005630332034276,8.333841444218112e-05,0.4721912202380952,0.1328382565040208,0.8056962314597396,1.5767488730670431,0.1637864823348694,1.9836769461697084,0.5625,3.7620819649701303,0.8709677419354839,0.5483870967741935,0.6160714285714286,3.845237053175408,-0.0032112788356284,-0.0039059391705436,0.1557209960345425,1.2944635678008836
BQMall,22,11,24089.0,58058.76201745952,30064.516129032258,329712.0,0.967741935483871,331464.0,-1877.7621795478192,2.456662666851321,41.76680625,0.2820195992053341,0.2449258064516127,1.1081000000000003,0.6129032258064516,1.5144999999999982,-0.0061121937375839,0.0002550556720352,45.49813437500001,0.1290734568215305,0.0648903225806454,0.257400000000004,0.4838709677419355,0.666400000000003,-0.000251839939457,6.0418180342310506e-05,47.7516375,0.1921163087656786,0.1067451612903219,0.4010999999999995,0.4193548387096774,0.910199999999996,0.0035838047488411,0.0001160258196134,38.625,31.220736298172085,44.45161290322581,105.0,0.967741935483871,105.0,-0.2962822817141235,0.5315910802353914,0.472978981573631,0.0055088443965793,0.30283371875,0.0006636523070373,0.0072741247788244,0.0005208867741935,0.0188897100629434,0.0012916599999999,0.967741935483871,0.7419354838709677,0.0188897100629434,0.0028309900000001,0.0001728022197288,5.817746665405142e-06,0.0004757385619326,3.4139054519347464e-05,0.382719494047619,0.1326928344432514,1.1118739386180398,1.3404419991096548,0.1522657450076805,1.3390941103528091,0.5714285714285714,3.777086539605747,0.967741935483871,0.6129032258064516,0.6607142857142857,3.841290770290871,-0.0044489416237595,0.0092076820415346,0.2180612351241365,1.285984113086625
BQMall,22,12,32760.0,58061.15834187258,39398.1935483871,319144.0,0.967741935483871,319144.0,-1310.937470437991,2.0516509301449015,41.38075625,0.4345965377058792,0.3407580645161299,1.1809000000000012,0.6774193548387096,2.2280000000000015,-0.0277606659729448,0.0005870455723985,45.10735625,0.2442691393953342,0.0895709677419352,0.291400000000003,0.2903225806451613,1.1056999999999988,-0.0162827357865858,0.0001964106879785,47.199525,0.4206608914850528,0.1438741935483863,0.394600000000004,0.3548387096774194,1.7141999999999982,-0.0384913064043136,0.0004889081691589,46.8125,31.875183822999357,48.54838709677419,118.0,0.967741935483871,123.0,0.0730299877022041,0.4063577263482894,0.4670984001211385,0.0055069786248436,0.3005022059375,0.0023980329468283,0.0095419539962788,0.0005422251612903,0.0176762383035329,0.0017002000000001,0.967741935483871,0.5483870967741935,0.0231824501684804,0.0082801599999999,-0.0001551939849493,-0.0002574649834452,0.0002787188800086,0.000403974436509,0.4662388392857143,0.1283166355540293,0.7858567245118531,1.6037233651099967,0.1450652841781874,1.9322529568823368,0.5327380952380953,3.9201289604575775,0.7741935483870968,0.7096774193548387,0.6339285714285714,3.9752277790388497,0.0011278610394115,-0.047688175464332,0.1627532527038528,2.075146168158821
BQMall,22,13,42221.75,70553.92032295228,51227.6129032258,372680.0,0.967741935483871,374680.0,-2124.128275470627,1.895192440527668,41.1933625,0.5138253045479075,0.4429935483870965,1.651399999999995,0.6129032258064516,2.5075999999999965,-0.0016204711001797,0.0007991829087852,44.98793125,0.3791982524332588,0.1532032258064511,0.469699999999996,0.4193548387096774,1.6289999999999978,-0.0035902374420584,0.0004348937471314,46.926084375,0.4105963864531196,0.1736161290322578,0.7177000000000007,0.4193548387096774,1.7584000000000015,0.0002726894333553,0.0004729430819049,53.8125,35.03876201794236,52.483870967741936,143.0,0.967741935483871,145.0,-0.6061867373001608,0.4146270913975004,0.4636173300619918,0.0105851339449521,0.295677510625,0.0004394863843876,0.0185950732157,0.0003659899999999,0.0345113076075698,0.00105398,0.967741935483871,0.8387096774193549,0.0368324054592358,0.0021131999999999,9.372767049873265e-05,-6.960064326933562e-06,0.0006750897792381,1.5158083377216325e-05,0.5435267857142856,0.1287261516326739,0.0184924987229783,1.7152802556031892,0.1658986175115207,2.2973010259191944,0.4999999999999999,3.751056674543221,0.9032258064516128,0.7096774193548387,0.5714285714285714,3.876086329813053,0.0005169128478181,-0.0534171239014042,0.1010565397417013,2.4155227582929135
BQMall,22,14,41634.0,64546.2111978697,48309.16129032258,340864.0,0.967741935483871,340880.0,-1568.2633620281902,1.79414989116288,41.554268750000006,0.5616141493707558,0.4598451612903226,1.5362999999999971,0.6129032258064516,2.8804000000000016,-0.0348070002837953,0.000924193884812,45.071521875,0.4709949367657625,0.1853387096774195,0.5696000000000012,0.4193548387096774,2.182299999999998,-0.0284350960174061,0.0006382471987969,47.3375,0.4720419022713985,0.1764516129032273,0.4915999999999982,0.4838709677419355,2.1373000000000033,-0.032451537224482,0.0005872245596809,54.4375,30.51222859363111,47.32258064516129,112.0,0.967741935483871,116.0,-0.2330905306971904,0.2876610319429838,0.4645253746671292,0.0201679242595031,0.2955310296875,0.0005008077269801,0.0379408991211012,0.0005255970967741,0.0574350021190355,0.0011373799999999,0.967741935483871,0.8387096774193549,0.0582436417757119,0.0020375,-3.6950807255103106e-05,1.17736543373373e-05,0.001174813808615,1.7824670629734424e-05,0.6396019345238095,0.1243302444336178,-0.8947216881792626,1.1218327121557974,0.1655145929339477,0.9616370463017962,0.4910714285714286,3.2689774580074658,0.9032258064516128,0.7419354838709677,0.5,3.524460879619796,0.0003710736020829,-0.0695566259054541,0.0710011804008524,1.6334275244855043
BQMall,22,15,48560.25,80048.8254375884,63982.70967741936,411464.0,0.967741935483871,414664.0,-2316.6792167250023,1.7942249639795356,41.0217625,0.6113627277187824,0.5207935483870973,2.104999999999997,0.5483870967741935,3.1700000000000017,-0.0195892914577618,0.0011071780499923,44.679303125,0.4246509511383843,0.156864516129032,0.6920000000000002,0.3548387096774194,2.0555999999999983,-0.0216240090814492,0.000558196750051,47.08944375,0.3884199233251782,0.1363193548387102,0.5857000000000028,0.3548387096774194,1.8815000000000024,-0.020817822344149,0.0004339228755599,58.28125,34.07916736713941,56.29032258064516,117.0,0.967741935483871,125.0,-0.5481033014851954,0.2589249100734054,0.4608264727334039,0.0240884518796393,0.2925524559375,0.0012574715467428,0.0474811129398486,0.0007277593548387,0.0588839733761608,0.0018690499999999,0.967741935483871,0.8387096774193549,0.0620140041718854,0.0047190799999999,-9.002980324228507e-05,-0.0001278585848074,0.0005192286121268,0.0001199753792449,0.6569010416666667,0.1367555361812122,-1.2812541851542325,0.8320532205447795,0.1969086021505376,0.694408921536228,0.4285714285714285,3.438620461888858,0.8387096774193549,0.6129032258064516,0.5178571428571429,3.5238519605562777,-0.001349716880414,-0.0079784071501273,0.0730152431220424,0.8562579270124552
BQMall,22,16,51557.25,83769.88887683628,68876.12903225806,428520.0,0.967741935483871,428520.0,-2135.5043042285497,1.7560560574097557,40.539775,0.6917666166236992,0.5287677419354847,2.0227000000000004,0.6774193548387096,3.5165000000000006,-0.0438449720934632,0.0014604256840997,44.15258125,0.4806090273272417,0.1233161290322581,0.5220999999999947,0.3548387096774194,2.129799999999996,-0.0350479614038407,0.000714587136733,46.312371875,0.5366851609849895,0.1567258064516131,0.5934000000000026,0.3548387096774194,2.384300000000003,-0.0336338851575063,0.0008009170720271,58.15625,35.35101605240647,58.225806451612904,128.0,0.967741935483871,134.0,-0.4455586037271781,0.2843485956945683,0.4538309205708641,0.0236911685686637,0.2881409290625,0.0016967244407411,0.0464696211914297,0.0003899696774193,0.0525239538451116,0.00122363,0.967741935483871,0.3225806451612903,0.0626781579430967,0.00580791,-0.0003312388303991,9.011520385961532e-05,0.0007772158018796,0.0002118564482714,0.640625,0.1239325167479584,-1.5034648421518535,0.7246863467751397,0.1495775729646697,0.4690430017196283,0.4017857142857143,3.6502244267415342,0.7741935483870968,0.6774193548387096,0.5178571428571429,3.771274026544213,-0.0020563896734552,0.0185134693331079,0.080978689089695,0.5834751345674198
BQMall,22,17,56972.75,99759.6782244084,73488.7741935484,538048.0,0.967741935483871,538248.0,-2673.698231009366,1.9732148552781168,40.282253125,0.6049132985314797,0.5485258064516139,2.0337999999999994,0.6774193548387096,3.108699999999999,-0.0255516602024406,0.0010670371693847,43.949615625,0.3281217715168546,0.1279322580645158,0.4260000000000019,0.2903225806451613,1.4602000000000004,-0.010695998486425,0.00035685770866,46.22341875,0.3583026509090288,0.1335548387096776,0.4070000000000036,0.2903225806451613,1.4682999999999993,-0.0096415854696811,0.0003765263735025,57.6875,32.61943199612771,54.32258064516129,110.0,0.967741935483871,114.0,-0.2622268470343392,0.2228288424412458,0.4479217750774423,0.0275994192301366,0.292677489375,0.0012176268532475,0.0548519624405505,0.0004418829032257,0.0614176188427052,0.0015028099999999,0.967741935483871,0.6774193548387096,0.0643824696839021,0.00436488,0.0002522847845712,8.605721313026334e-05,0.0002269459005447,0.0001195114598403,0.6102120535714286,0.1374827754568311,-0.9448821990802512,1.4638206870792865,0.2021889400921659,1.6428412961180174,0.5267857142857144,3.7959689455259578,0.967741935483871,0.7096774193548387,0.5267857142857144,3.7959689455259578,-0.0006064435044663,-0.0662982115749923,0.0709052255355405,1.832281219558052
BQMall,22,18,75145.33333333333,118940.09164654654,92912.69565217392,558544.0,0.9565217391304348,558544.0,-4242.989489603025,1.6973080843525432,39.93787916666667,0.7969400097556307,0.6703130434782613,2.392400000000002,0.782608695652174,4.088999999999999,-0.0608899054820415,0.0017381507127746,43.54556666666667,0.6102197259093551,0.1985217391304352,0.5873000000000062,0.2608695652173913,2.944600000000001,-0.0801867674858222,0.0011780460841742,45.78528333333333,0.6290564386885775,0.185126086956521,0.571399999999997,0.2608695652173913,3.003700000000002,-0.0858308052930057,0.0011471059937886,66.79166666666667,35.596089633865994,57.65217391304348,127.0,0.9565217391304348,134.0,0.013156899810964,0.254154246510312,0.4469574161763165,0.0229838248155028,0.29272846625,0.0018599266018332,0.0441293423525171,0.0006267156521739,0.066084566491202,0.0016086299999999,0.9565217391304348,0.6086956521739131,0.066084566491202,0.00600518,-0.0003367614372528,-0.0002707970495274,0.0015445141324932,0.0002610536256301,0.6569940476190476,0.1319274272204401,-1.5639136224727992,0.514252005538515,0.1898291925465838,0.4575445554326794,0.4642857142857143,1.8666488036345263,0.9565217391304348,0.4347826086956521,0.4821428571428572,1.9162540435645892,7.291385363218946e-05,-0.0106877584122286,0.0660914984850872,0.3016334959288745
BQMall,27,0,25376.25,64664.99607931249,31225.548387096773,370296.0,0.967741935483871,370328.0,-1820.178223441491,2.5085088509209355,38.114678125,0.6665418496493551,0.4833774193548381,1.570999999999998,0.7419354838709677,3.4589,-0.0502249739854318,0.001550198205431,42.62290625,0.1926384436215616,0.0636838709677415,0.2644000000000019,0.4838709677419355,0.8250000000000028,-0.0123498249929051,0.0001433518458848,43.78321875,0.4632227301994552,0.1172322580645154,0.4630999999999972,0.4193548387096774,1.8001000000000005,-0.0493378866710812,0.0006884683671073,61.875,46.256587368719714,68.58064516129032,168.0,0.967741935483871,168.0,0.13735691987513,0.466118978225287,0.4784327988119596,0.0198851032986368,0.2957898683870967,0.0003775522358057,0.0395318227943525,0.0003476333333333,0.0437408070449566,0.0007920399999999,0.9666666666666668,0.5,0.0472598625795815,0.0014646599999998,-0.000182317640269,-2.2073791666657923e-06,0.0020877248958415,1.2320484831057438e-05,0.5067894345238095,0.1383453146844702,0.567935000538543,1.5694262617560677,0.148905529953917,2.2789844810898843,0.6339285714285714,3.786363276294952,0.7096774193548387,0.7096774193548387,0.6517857142857143,3.832293617708432,0.0007505934925289,-0.0217060063603916,0.1652933807385497,2.043126609553522
